UIO,QUITO,ADOQUIN 8CM COLOR 30X60,18.7772,171.2269,675820.6,431955.812899,0.3424538,5.07,5.4124538,13.3647462,52749.717719166,2.46925825029675,0,3946.93,2522.71,47369.54,1
UIO,QUITO,ADOQUIN 8CM GRIS 30X60,17.5655,169,,303101.5,0.338,0,0,0,0,0,0,,1793.5,31503.78,1
UIO,QUITO,BLOQUE PESADO 20,21.4375,263.8853,50191,40654.38042624,0.5277706,7.84,8.3677706,13.0697294,2485.86253188,1.56191296639992,0,190.2,154.0608,3304,12.25
UIO,QUITO,BLOQUE PESADO 30,0,455.3977,301487,0,0.9107954,0,0,0,0,0,0,662.03,,,12.25
UIO,QUITO,BLOQUE PIEDRA 10,19.2325,,,0,0,0,0,0,0,0,0,,826.1184,15894.68,12.25
UIO,QUITO,BLOQUE PIEDRA 12,0.7671,,,0,0,0,0,0,0,0,0,,1310,1005,1
UIO,QUITO,BLOQUE PIEDRA 15,28.0072,,,0,0,0,0,0,0,0,0,,953.496,26716.24,12.25
UIO,QUITO,BLOQUE PIEDRA 20,34.447,,,0,0,0,0,0,0,0,0,,76.5408,2637.66,12.25
UIO,QUITO,BORDILLO CANALETA  COLOR  I,19.8232,,,0,0,0,0,0,0,0,0,,-18.3092,-362.96,2.84
UIO,QUITO,BORDILLO CANALETA COLOR 14CM,0,134.6063,101852.6,0,0.2692126,0,0,0,0,0,0,756.67,,,1.5
UIO,QUITO,BORDILLO CANALETA COLOR 8CM,19.6933,149.0616,936516.8,514454.98833792,0.2981232,0,0,0,0,0,0,6282.75,3451.2912,67974.65,11
UIO,QUITO,BORDILLO CANALETA GRIS 14CM,18.48,,,0,0,0,0,0,0,0,0,,79.992,1478.4,1.5
UIO,QUITO,BORDILLO CANALETA GRIS 8CM,19.4106,148.8366,299513,291961.1489652,0.2976732,0,0,0,0,0,0,2012.36,1961.622,38081.98,11
UIO,QUITO,BORDILLO CANALETA GRIS I,19.166,223.4312,11643,58137.22275928,0.4468624,0,0,0,0,0,0,52.11,260.2019,4987.28,2.84
UIO,QUITO,BORDILLO LIVIANO 6 COLOR,21.1191,,,0,0,0,0,0,0,0,0,,854.4816,18053.45,4.25
UIO,QUITO,BORDILLO LIVIANO 6 GRIS,20.1493,135.231,921732.3,694427.6290896,0.270462,3.75,4.020462,16.128838,109933.83723124,4.01168771151176,0,6815.98,5135.1216,103512.03,4.25
UIO,QUITO,BORDILLO LIVIANO 8 COLOR,19.5788,123.4446,16373.7,580366.78768992,0.2468892,0,0,0,0,0,0,132.64,4701.4352,92054.91,2.88
UIO,QUITO,BORDILLO LIVIANO 8 GRIS,17.0047,123.8824,3307658.6,1523010.82023552,0.2477648,3.81,4.0577648,12.9469352,345682.910901296,3.19065688578106,0,26699.98,12294.0048,209069.79,2.88
UIO,QUITO,BORDILLO PEATONAL GRIS 14CM,10.9059,131.2967,29870,23239.5159,0.2625934,0,0,0,0,0,0,227.5,177,1930.36,1
UIO,QUITO,BORDILLO PESADO 15 COLOR,15.9695,,,0,0,0,0,0,0,0,0,,4016.4096,64144.16,1.44
UIO,QUITO,BORDILLO PESADO 15 GRIS,15.1413,141.2409,4330013.7,2920361.02826496,0.2824818,3.79,4.0724818,11.0688182,339335.984740126,2.71795400043286,0,30656.93,20676.4544,313089.23,1.44
UIO,QUITO,BORDILLO PESADO 17 GRIS,15.0866,,,0,0,0,0,0,0,0,0,,137.7468,2078.32,2.41
UIO,QUITO,BORDILLO PESADO 18 COLOR,17.201,,,0,0,0,0,0,0,0,0,,8.3832,144.2,1.67
UIO,QUITO,BORDILLO PESADO 18 GRIS,16.5714,130.0251,108460.5,13936.76634852,0.2600502,3.45,3.7100502,12.8613498,10728.29493567,3.46662419823861,0,834.15,107.1852,1776.23,1.67
